 2.999999933E-002 3.509900093E+000
 3.500000015E-002 4.131899834E+000
 3.999999911E-002 4.760099888E+000
 4.487000033E-002 5.611599922E+000
 4.985500127E-002 6.199177265E+000
 5.484100059E-002 6.779062271E+000
 5.982600152E-002 7.344928741E+000
 6.481199712E-002 7.890532017E+000
 6.979700178E-002 8.412595749E+000
 7.478299737E-002 8.908374786E+000
 7.976800203E-002 9.376790047E+000
 8.475399762E-002 9.818237305E+000
 8.973900229E-002 1.023270321E+001
 9.472499788E-002 1.062189960E+001
 9.971000254E-002 1.098654938E+001
 1.046999991E-001 1.132877541E+001
 1.096799970E-001 1.164881992E+001
 1.146700010E-001 1.194961548E+001
 1.196499988E-001 1.223112488E+001
 1.246400028E-001 1.249578476E+001
 1.296200007E-001 1.274386883E+001
 1.346099973E-001 1.297685337E+001
 1.395899951E-001 1.319581890E+001
 1.445800066E-001 1.340148640E+001
 1.495700032E-001 1.359558964E+001
 1.545500010E-001 1.377769089E+001
 1.595399976E-001 1.394981766E+001
 1.645199955E-001 1.411177444E+001
 1.695100069E-001 1.426463699E+001
 1.744900048E-001 1.440869999E+001
 1.794800013E-001 1.454479313E+001
 1.844599992E-001 1.467322826E+001
 1.894499958E-001 1.479495621E+001
 1.944299936E-001 1.491001797E+001
 1.994200051E-001 1.501947403E+001
 2.044100016E-001 1.512334728E+001
 2.093899995E-001 1.522210789E+001
 2.143799961E-001 1.531628227E+001
 2.193599939E-001 1.540613461E+001
 2.243500054E-001 1.549220657E+001
 2.293300033E-001 1.557466125E+001
 2.343199998E-001 1.565415382E+001
 2.392999977E-001 1.573070335E+001
 2.442899942E-001 1.580504704E+001
 2.492800057E-001 1.587724209E+001
 2.542600036E-001 1.594760990E+001
 2.592499852E-001 1.601655197E+001
 2.642300129E-001 1.608425522E+001
 2.692199945E-001 1.615106010E+001
 2.741999924E-001 1.621711922E+001
 2.791900039E-001 1.628281975E+001
 2.841700017E-001 1.634813881E+001
 2.891600132E-001 1.641369438E+001
 2.941400111E-001 1.647911453E+001
 2.991299927E-001 1.654540634E+001
 3.041200042E-001 1.661192322E+001
 3.091000021E-001 1.667956924E+001
 3.140900135E-001 1.674783134E+001
 3.190700114E-001 1.681742859E+001
