 2.999999933E-002 7.024400234E-001
 3.500000015E-002 8.523899913E-001
 3.990399837E-002 9.844400287E-001
 4.489199817E-002 1.131843925E+000
 4.988000169E-002 1.279235363E+000
 5.486800149E-002 1.426682234E+000
 5.985600129E-002 1.574408531E+000
 6.484399736E-002 1.722852349E+000
 6.983199716E-002 1.872687817E+000
 7.481999695E-002 2.024791002E+000
 7.980799675E-002 2.180148125E+000
 8.479599655E-002 2.339731932E+000
 8.978399634E-002 2.504394531E+000
 9.477200359E-002 2.674802303E+000
 9.976000339E-002 2.851414204E+000
 1.047499999E-001 3.034554958E+000
 1.097399965E-001 3.224204779E+000
 1.147200018E-001 3.419854164E+000
 1.197099984E-001 3.622032404E+000
 1.247000024E-001 3.830005646E+000
 1.296900064E-001 4.043390751E+000
 1.346800029E-001 4.261753082E+000
 1.396600008E-001 4.484138489E+000
 1.446499974E-001 4.710831642E+000
 1.496399939E-001 4.940684795E+000
 1.546300054E-001 5.172962666E+000
 1.596200019E-001 5.406938553E+000
 1.645999998E-001 5.641480446E+000
 1.695899963E-001 5.876941681E+000
 1.745799929E-001 6.112333298E+000
 1.795700043E-001 6.347191811E+000
 1.845600009E-001 6.581095219E+000
 1.895399988E-001 6.813207150E+000
 1.945299953E-001 7.044147015E+000
 1.995200068E-001 7.273195744E+000
 2.045100033E-001 7.500136852E+000
 2.094999999E-001 7.724777699E+000
 2.144799978E-001 7.946496010E+000
 2.194699943E-001 8.166046143E+000
 2.244600058E-001 8.382903099E+000
 2.294500023E-001 8.597029686E+000
 2.344399989E-001 8.808390617E+000
 2.394199967E-001 9.016485214E+000
 2.444099933E-001 9.222014427E+000
 2.494000047E-001 9.424411774E+000
 2.543900013E-001 9.623573303E+000
 2.593800128E-001 9.819500923E+000
 2.643600106E-001 1.001189232E+001
 2.693499923E-001 1.020166016E+001
 2.743400037E-001 1.038856125E+001
 2.793299854E-001 1.057271194E+001
 2.843199968E-001 1.075422001E+001
 2.892999947E-001 1.093281746E+001
 2.942900062E-001 1.110929775E+001
 2.992799878E-001 1.128334427E+001
 3.042699993E-001 1.145495796E+001
 3.092600107E-001 1.162409687E+001
 3.142400086E-001 1.179035854E+001
 3.192299902E-001 1.195433331E+001
 3.242200017E-001 1.211563587E+001
 3.292100132E-001 1.227426529E+001
 3.341999948E-001 1.243030643E+001
 3.391799927E-001 1.258361626E+001
 3.441700041E-001 1.273500061E+001
 3.491599858E-001 1.288430214E+001
 3.541499972E-001 1.303159332E+001
 3.591400087E-001 1.317688942E+001
 3.641200066E-001 1.331992149E+001
 3.691099882E-001 1.346133137E+001
 3.740999997E-001 1.360093594E+001
 3.790900111E-001 1.373882866E+001
 3.840799928E-001 1.387504864E+001
 3.890599906E-001 1.400930023E+001
 3.940500021E-001 1.414206791E+001
 3.990400136E-001 1.427303791E+001
 4.040299952E-001 1.440222931E+001
 4.090200067E-001 1.452974606E+001
 4.140000045E-001 1.465548706E+001
 4.189899862E-001 1.478006554E+001
