2.999999933E-002 1.390900016E+000
 3.990399837E-002 1.743499994E+000
 4.489199817E-002 1.906381249E+000
 4.988000169E-002 2.064520359E+000
 5.486800149E-002 2.215781212E+000
 5.985600129E-002 2.360162497E+000
 6.484399736E-002 2.497845411E+000
 6.983199716E-002 2.628643751E+000
 7.481999695E-002 2.752632618E+000
 7.980799675E-002 2.870201588E+000
 8.479599655E-002 2.981660843E+000
 8.978399634E-002 3.087405682E+000
 9.477200359E-002 3.187890768E+000
 9.976000339E-002 3.283078909E+000
 1.047499999E-001 3.372925997E+000
 1.097399965E-001 3.458110332E+000
 1.147200018E-001 3.539153814E+000
 1.197099984E-001 3.616194963E+000
 1.247000024E-001 3.688985348E+000
 1.296900064E-001 3.758051634E+000
 1.346800029E-001 3.823802710E+000
 1.396600008E-001 3.886494398E+000
 1.446499974E-001 3.947141409E+000
 1.496399939E-001 4.006093502E+000
 1.546300054E-001 4.063004017E+000
 1.596200019E-001 4.117296219E+000
 1.645999998E-001 4.168847084E+000
 1.695899963E-001 4.218502998E+000
 1.745799929E-001 4.267187595E+000
 1.795700043E-001 4.315898418E+000
 1.845600009E-001 4.364849567E+000
 1.895399988E-001 4.413051605E+000
 1.945299953E-001 4.459763050E+000
 1.995200068E-001 4.505198479E+000
 2.045100033E-001 4.550212860E+000
 2.094999999E-001 4.594857216E+000
 2.144799978E-001 4.639211655E+000
 2.194699943E-001 4.684602737E+000
 2.244600058E-001 4.731417179E+000
 2.294500023E-001 4.778381348E+000
 2.344399989E-001 4.824105263E+000
 2.394199967E-001 4.869056702E+000
 2.444099933E-001 4.915138721E+000
 2.494000047E-001 4.962278366E+000
 2.543900013E-001 5.008903027E+000
 2.593800128E-001 5.054844379E+000
 2.643600106E-001 5.101263046E+000
 2.693499923E-001 5.149270058E+000
 2.743400037E-001 5.199642181E+000
 2.793299854E-001 5.252028942E+000
 2.843199968E-001 5.303798676E+000
 2.892999947E-001 5.353573322E+000
 2.942900062E-001 5.402910233E+000
 2.992799878E-001 5.452647686E+000
 3.042699993E-001 5.503942013E+000
 3.092600107E-001 5.558223724E+000
 3.142400086E-001 5.613182545E+000
 3.192299902E-001 5.666287899E+000
 3.242200017E-001 5.719998360E+000
 3.292100132E-001 5.776837826E+000
 3.341999948E-001 5.833879948E+000
 3.391799927E-001 5.888983250E+000
 3.441700041E-001 5.945051193E+000
 3.491599858E-001 6.004100800E+000
 3.541499972E-001 6.064956188E+000
 3.591400087E-001 6.125097752E+000
